job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003010741104,Sales and Marketing Assistant,SISS Hong Kong Limited,"Sales, CS & Business Devpt, Sales Administration","Full Time, Permanent",,Entry Level,,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003010742905,網上銷售主任 (香港工作) (歡迎內地畢業生/高才/優才/IANG/留學生加入),HKT Services Limited,"Sales, CS & Business Devpt, Business Development, Retail Sales, Tele-sales (Telemarketing)","Full Time, Permanent",,Entry Level,N/A,(N/A),
100003010743985,"IT Consultant - Service Desk, IT Services Team (ITS) (MJ001836)",KPMG,"Information Technology (IT), Hardware, Support, IT Management","Full Time, Permanent",,,,,
100003010743261,Analyst Programmer/Programmer,KanHan Technologies Ltd,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Five-day work week"
100003010743774,Environmental Officer / Environmental Supervisor,Able Engineering Company Limited,"Sciences, Lab, R&D, Environmental Science / Waste Management, Building & Construction, Others","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,
100003010740730,Assistant Relationship Manager / Senior Relationship Officer - Consumer Loans,OCBC Bank (Hong Kong) Limited,"Banking / Finance, Loan, Sales, CS & Business Devpt, Retail Sales, Tele-sales (Telemarketing)","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010742052,Business Development Manager – 2C Channel,Tsit Wing Coffee Co Ltd,"Sales, CS & Business Devpt, Business Development, Marketing / Public Relations, Marketing - Brand / Product Management, Channel / Distribution",Full Time,,,,,
100003010743894,華御結． 店舖主管 薪金最高可達$21k [觀塘/將軍澳/坑口/寶琳] (新增 子女醫療保障),Hyakunousha International Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Others",Full Time,,,,,
100003010742715,"Manager, Graphic Design",Eprint Group Limited,"Design, Graphics, Industrial / Product, Marketing / Public Relations, Management","Full Time, Permanent",,Middle,,Degree,"Dental insurance, Medical insurance, Five-day work week"
100003010739148,IT Manager / System Engineer / Security Engineer / Network Engineer/ IT Support (Fresh welcome),Seamatch Asia Limited,"Information Technology (IT), Support, Network & System, Others",Full Time,,Middle,,Non-Degree Tertiary,
100003010742483,Assistant Manager (Administration & Procurement),Hong Kong Note Printing Ltd,"Admin & HR, Administration / Operation Manager, Merchandising & Purchasing, Procurement / Purchasing / Sourcing","Full Time, Permanent",,Middle,5 years,Degree,"Double pay, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003010744679,Sales and Business Development Manager,Greyscale Ltd.,"Sales, CS & Business Devpt, Business Development, Design, Interior, Marketing / Public Relations, Others",Full Time,,Middle,5 years,Matriculated,"Double pay, Medical insurance, Performance bonus, Travel allowance, Five-day work week, Flexible working hours"
100003010742863,采购经理,Coper Pioneers Technology Limited,"Admin & HR, Administration / Operation Manager, Merchandising & Purchasing, Others, Others, Others",Full Time,,,,,
100003010743760,IT Technician,Swing Consulting Limited,"Information Technology (IT), Support, Network & System, Others",Full Time,,Entry Level,1 year,Matriculated,"Free shuttle bus, Medical insurance, Overtime pay, Performance bonus, Transportation allowance, Five-day work week"
100003010743750,WEB3 financial product operation,Wala Network Limited,"Banking / Finance, Financial Services, Equities / Capital Markets, Marketing / Public Relations, Digital Marketing",Full Time,,Middle,3 years,Degree,"Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010745268,Sales Coordinator (International Building Material Company),Key Recruitment Limited,"Admin & HR, Administration / Operation Manager, Design, Interior, Sales, CS & Business Devpt, Sales Administration",Full Time,,Middle,3 years,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003010741137,Assistant Marketing Manager - CRM,"Miramar Hotel and Investment Company, Limited","Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - General / Support, Public Relations - General / Support","Full Time, Permanent",,Middle,6 years,Degree,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743915,（屯門總校）全職/兼職數學專科班導師/老師 ($17000-45000) ( Full Time & Part Time Mathematics Tutor / Teacher ),"Fung Wing Education Co., Limited","Education, Tutor / Instructor","Full Time, Part Time",,,,,
100003010741586,Project Engineer - Audio Visual,Ultra Active Technology Limited,"Engineering, Draftsman, Electrical / Electronics, Engineering Project Management",Full Time,,Middle,2 years,Non-Degree Tertiary,"Dental insurance, Double pay, Education allowance, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week, Flexible working hours"
100003010740938,Application Support Officer,Industrial and Commercial Bank of China (Asia) Limited,"Information Technology (IT), Support, Product Management / Business Analyst, Testing / QA","Full Time, Permanent",,Entry Level,2 years,Degree,"Dental insurance, Education allowance, Medical insurance, Five-day work week"
100003010744446,"Senior Officer, Client Onboarding",Be Myjob Company Limited,"Banking / Finance, Financial Services, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Wealth Management","Full Time, Permanent",,,,,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010742610,"Accounting Officer (23k, double pay, bonus, WFH option) Fresh Grad Welcome",Manpower Services (Hong Kong) Limited,"Accounting, Accountant",Permanent,,Entry Level,1 year,Degree,
100003010742665,Part-time Business Development Intern,Linkers International Limited,"Admin & HR, Recruitment / Executive Search","Part Time, Internship",,,,,Flexible working hours
100003010737533,文員,SAHK,"Admin & HR, Clerical / Admin Staff",Full Time,,,,,
100003010745203,"Head of Enterprise Data, Information Technology (IT)",Guotai Junan International Holdings Limited,"Information Technology (IT), DBA, IT Project Management / Team Lead, Data Scientist","Full Time, Permanent",,Middle,10 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744694,Legal Secretary (Part Time / Full Time),Amy Lee Legal,"Admin & HR, Secretary","Full Time, Part Time",,,,,"Five-day work week, Flexible working hours"
100003010742076,ACCOUNTANT/ASSISTANT ACCOUNTANT,Sovereign Trust (Hong Kong) Limited,"Accounting, Accountant","Full Time, Permanent",,Entry Level,2 years,Degree,"Education allowance, Medical insurance, Performance bonus, Work from home, Five-day work week"
100003010744182,華御結． 店舖主管 薪金最高可達$21k [南昌/太子/旺角] (新增 子女醫療保障),Hyakunousha International Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Others",Full Time,,,,,
100003010740102,辦公室助理 (採購組),Aviation Security Company Limited,"Admin & HR, Clerical / Admin Staff, Others","Full Time, Permanent",,Entry Level,,Form 3,"Double pay, Medical insurance, Travel allowance, Five-day work week"
100003010744651,Hair Consultant / Sales 美髮護髮顧問 (分店地點: 銅鑼灣/ 尖沙咀/ 九龍塘/屯門) 歡迎應屆畢業生加入,Beauty Express Limited,"Sales, CS & Business Devpt, Retail Sales","Full Time, Part Time, Permanent",,Entry Level,N/A,School Certificate,"Gratuity, Medical insurance, Performance bonus"
100003010742100,Senior Marketing Officer / Marketing Officer,OTG Onthego Limited,"Marketing / Public Relations, Marketing - Brand / Product Management, Digital Marketing, E-commerce, Marketing - Brand / Product Management",Full Time,,Senior,2 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010743354,Senior Buyer (CMS247/J26),VTech Communications Limited,"Engineering, Manufacturing & Production, Transportation & Logistics, Supply Chain, Manufacturing, Product Development / Management","Full Time, Permanent",,Middle,5 years,Degree,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010741984,Trust Services Officer,Futu Securities International (Hong Kong) Limited,"Banking / Finance, Financial Services, Professional Services, Legal & Compliance, Others, Others",Full Time,,Entry Level,3 years,Degree,"Dental insurance, Double pay, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010739794,Part-Time Sales Associates (Coffee Product) 兼職銷售員,NOC Coffee Co.,"Sales, CS & Business Devpt, Retail Sales",Part Time,,Entry Level,2 years,School Certificate,
100003010729530,名牌sales Client Advisor / Senior Client Advisor / Sales Associate 25 - 50K,Betterment Asia Limited,"Sales, CS & Business Devpt, Retail Sales, Sales - Sales Management, Sales Administration","Full Time, Permanent",,,,,"Dental insurance, Double pay, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003010742389,Term IT Innovation Specialist,Vocational Training Council,"Information Technology (IT), Application Specialist - Software, Software Development, Security",Full Time,,Entry Level,2 years,Degree,
100003010742792,Senior Compensation and Benefits Specialist,Aon Services Hong Kong Limited,"Admin & HR, Compensation & Benefits","Full Time, Permanent",,,,,
100003010744779,Human Resources Assistant/ Project Assistant (Staffing) (Welcome Fresh Grad),Manpower Services (Hong Kong) Limited,"Admin & HR, Clerical / Admin Staff, HR Supporting Staff, Recruitment / Executive Search",Permanent,,Entry Level,N/A,Non-Degree Tertiary,
100003010744191,華御結． 店舖主管 薪金最高可達$21k [尖沙咀/九龍站/柯士甸站] (新增子女醫療保障),Hyakunousha International Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Others",Full Time,,,,,
100003010741281,Assistant Business Development Manager,SGS Hong Kong Limited,"Sales, CS & Business Devpt, Business Development, Technical Sales / Sales Engineer","Full Time, Permanent",,Middle,8 years,Degree,"Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743435,Assistant Manager – Lounge Duty Manager,Cathay Pacific Airways Ltd,"Transportation & Logistics, Aviation Services, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Hospitality / F & B, Tourism / Travel Agency","Full Time, Permanent",,Entry Level,N/A,School Certificate,"Life insurance, Medical insurance, Travel allowance, Five-day work week, Flexible working hours"
100003010739977,"Officer, Data Entry",Hong Kong Airlines Limited,"Transportation & Logistics, Aviation Services, Public Transportation",Full Time,,Entry Level,1 year,Non-Degree Tertiary,
100003010744176,IT System Analyst,Honour Lane Shipping Ltd,"Information Technology (IT), Software Development, Network & System, Technical Writing",Full Time,,Middle,5 years,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010745148,"Senior Manager, Credit Policy",Captar Partners,"Banking / Finance, Credit Analysis / Approval, Retail Banking, Risk Management",Permanent,,Middle,8 years,Degree,
100003010742400,Distribution Assistant (Film),Mandarin Motion Pictures Limited,"Others, Others",Full Time,,Entry Level,1 year,Degree,Five-day work week
100003010744647,助理物業主任/ 物業主任 (保安主管) - 北角商廈,Jones Lang LaSalle Management Services Ltd,"Property / Real Estate, Property Management, Others, Others, Security / Safety Control","Full Time, Permanent",,Middle,2 years,Form 3,"Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744824,Senior Sales Officer/ Sales Officer - Residential,ADECCO,"Property / Real Estate, Property Management, Sales, CS & Business Devpt, Sales - Real Estate",Full Time,,,,,"Medical insurance, Five-day work week, Flexible working hours"
100003010745160,"Senior Technical Manager, Security Architecture",Robert Walters (HK),"Information Technology (IT), Security","Full Time, Permanent",,Middle,10 years,Degree,
100003010740875,Accounting Officer / Senior Accounting Officer,Hishine Investment Holdings Limited,"Accounting, Accountant, Accounting Clerk / Supervisor, Others","Full Time, Contract",,Middle,3 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Transportation allowance, Travel allowance, Five-day work week"
100003010739421,Sales Associate - Glashütte Original,Glashutte Original,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Others","Full Time, Permanent",,Entry Level,1 year,,"Dental insurance, Double pay, Life insurance, Medical insurance, Overtime pay, Performance bonus"
100003010740164,Junior Personal Assistant (5-Day Work),Columbia International College of Canada O.A.O,"Admin & HR, Personal / Executive Assistant, Secretary","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Double pay, Medical insurance, Five-day work week"
100003010738597,Assistant Finance Manager (30K - 40K),Connexe Search Limited,"Accounting, Accountant, Accounting Clerk / Supervisor, Finance / Accounting Manager",Full Time,,,,,
100003010742251,Sales Executive 營業代表 (Meat Category),TF Fine Food Company Limited 同發食品有限公司,"Sales, CS & Business Devpt, Tele-sales (Telemarketing), Wholesale, Direct Sales","Full Time, Permanent",,Entry Level,1 year,,"Dental insurance, Education allowance, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003010744889,Communication Based Train Control (CBTC) - Engineering,Siemens Mobility Limited,"Design, Multi-media, Engineering, Engineering Project Management, Telecommunication / Wireless / Radio","Full Time, Permanent",,,,,"Dental insurance, Life insurance, Medical insurance, Performance bonus"
100003010742506,Retail Shop Manager / Assistant Shop Manager,Lofty Limited,"Others, Others","Full Time, Permanent",,Senior,2 years,Degree,"Medical insurance, Overtime pay"
100003010744212,Sales Executive (行街營業員),Aline Company Limited,"Sales, CS & Business Devpt, Business Development, Account Servicing, Direct Sales","Full Time, Permanent",,,3 years,(N/A),"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010744531,Property and Facility Officer (5-day work) -  Wanchai,Hong Yip Service Co Ltd,"Property / Real Estate, Property Management","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743133,Business Development Associate,Polarline Development Ltd,"Media & Advertising, Account Servicing, Strategic Planning, Others","Full Time, Permanent",,Entry Level,1 year,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010745184,"Consultant / Business Analyst / Project Manager (MNC, international exposure, 25k-50k)",Linkers International Limited,"Information Technology (IT), Product Management / Business Analyst, Technical / Functional Consulting","Full Time, Permanent",,Middle,2 years,Degree,"Dental insurance, Education allowance, Medical insurance, Performance bonus, Work from home, Five-day work week"
100003010744631,Business Development Manager,OT&P Healthcare,"Media & Advertising, Strategic Planning, Marketing / Public Relations, Others, Medical Services, Others","Full Time, Permanent",,Senior,5 years,Degree,"Dental insurance, Education allowance, Medical insurance, Performance bonus"
100003010744239,"Senior Merchandiser (FT) / Design & Merchandising Assistant (FT/ PT, Welcome Fresh Grad)",Hongtex Hong Kong Ltd,"Merchandising & Purchasing, Woven / Knit, Textiles, Procurement / Purchasing / Sourcing","Full Time, Part Time",,Senior,4 years,Degree,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010743829,Clerk-of-Works II (Building Services),The Chinese University of Hong Kong,"Building & Construction, Architectural Services",Full Time,,,,,
100003010743906,Public Relations Officer,Sanfield (Management) Limited,"Building & Construction, Building / Construction / QS",Full Time,,Middle,3 years,Degree,"Dental insurance, Double pay, Education allowance, Free shuttle bus, Medical insurance, Performance bonus"
100003010744693,Product Manager (Pharmaceuticals),Robert Walters (HK),"Marketing / Public Relations, Management, Marketing - Brand / Product Management","Full Time, Permanent",,Entry Level,N/A,Degree,
100003010744210,店舖倉務員 Stock Assistant (兼職),Rituals Cosmetics Hong Kong Limited,"Beauty Care / Health, Others, Sales, CS & Business Devpt, Retail Sales",Part Time,,,,,
100003010744299,Responsible Officer – Type 4 & 9,New Age Transformation Capital Limited,"Banking / Finance, Treasury, Fund Management, Asset Management",Full Time,,,,,
100003010740997,"Loan Admin Officer - 5-day, 9:30-18:30, Up to 23k, Wanchai",Cornerstone Global Partners,"Banking / Finance, Loan, Retail Banking, Financial Services","Full Time, Permanent",,,,,"Medical insurance, Five-day work week"
100003010741785,IT Business Analyst (E-commerce),FrankAsia Search Limited,"Information Technology (IT), Application Specialist - Software, Support, Product Management / Business Analyst",Full Time,,Entry Level,2 years,Degree,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010743104,Media Planning - Assistant Manager/Senior Executive | ~$35k,Randstad Hong Kong Limited,"Media & Advertising, Account Servicing, Media Buying, Others","Full Time, Permanent",,Middle,N/A,Degree,
100003010741914,Event Project Manager,EDPS Systems Limited,"Marketing / Public Relations, Marketing - Marketing Communication, Public Relations - Event Management, Public Relations - General / Support","Full Time, Permanent",,Middle,2 years,Degree,"Dental insurance, Double pay, Medical insurance"
100003010745206,"Assistant Technology Risk Manager, IT",Guotai Junan International Holdings Limited,"Information Technology (IT), IT Management, Security, Network & System","Full Time, Permanent",,Entry Level,3 years,,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744778,上環商廈 - 9小時中/夜更(高級)物業助理,Jones Lang LaSalle Management Services Ltd,"Property / Real Estate, Property Management, Others, Building & Construction, Others",Full Time,,Entry Level,1 year,School Certificate,"Education allowance, Life insurance, Medical insurance, Performance bonus"
100003010738879,EXECUTIVE ASSISTANT (DOUBLE PAY)(5 DAYS WORK),Prime Trader International Limited,"Admin & HR, Clerical / Admin Staff, Personal / Executive Assistant, Others","Full Time, Permanent",,Entry Level,,Degree,"Double pay, Five-day work week"
100003010741225,Internal Control Manager / Assistant Internal Control Manager,Perfect Medical Health Management Limited,"Accounting, Audit, Finance / Accounting Manager, Financial Controller","Full Time, Permanent",,Middle,5 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010740496,廠房管理員,Hong Kong Ham Holdings Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Others, Security / Safety Control",Full Time,,,,,
100003010744363,Product Marketing Manager (Nutrition and Healthcare),Randstad Hong Kong Limited,"Beauty Care / Health, Nutritionist, Sciences, Lab, R&D, Life Science, Marketing / Public Relations, Marketing - Brand / Product Management","Full Time, Permanent",,Senior,N/A,Degree,
100003010739752,Ecological Cooperation Manager,China Unicom (Hong Kong) Operations Limited,"Sales, CS & Business Devpt, Business Development","Full Time, Permanent",,,,,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010740007,Operation Supervisor/Assistant Supervisor,Tomy (Hong Kong) Limited,"Transportation & Logistics, Inventory / Warehousing, Shipping, Supply Chain",Full Time,,Entry Level,1 year,Matriculated,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744300,Catalog 全職高級店務員 Full Time Senior Sales Associate,Swire Resources Ltd,"Sales, CS & Business Devpt, Retail Sales, Wholesale, Direct Sales","Full Time, Permanent",,Entry Level,,,"Medical insurance, Overtime pay, Transportation allowance"
100003010743953,IT Business Analyst (ERP),Michael Page,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Others","Full Time, Permanent",,Middle,N/A,Degree,
100003010742835,"Assistant Manager, Business Continuity Planning",Airport Authority Hong Kong,"Information Technology (IT), Security, Others, Security / Safety Control, Transportation & Logistics",Full Time,,Middle,6 years,Degree,
100003010743868,華御結早班倉務員 來回交通費實報實銷,Hyakunousha International Limited,"Transportation & Logistics, Others, Inventory / Warehousing, Supply Chain",Full Time,,,,,
100003010744437,Full time Tutor各學科升學辅导老師/教研主任,香港新航道國際教育有限公司,"Education, Teacher",Full Time,,Entry Level,1 year,Degree,"Overtime pay, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003010741162,Client Associate / Senior Client Associate,Dolce & Gabbana Hong Kong Limited,"Sales, CS & Business Devpt, Retail Sales, Sales - Sales Management, Others","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Dental insurance, Double pay, Medical insurance, Five-day work week"
100003010738917,Assistant Finance Manager,Wincos International Limited,"Accounting, Finance / Accounting Manager","Full Time, Permanent",,Middle,6 years,Degree,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010740019,Part-time CS Administrator,Hutchison Telecommunications (Hong Kong) Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Others, Student / Fresh Graduate / No Experience","Part Time, Permanent",,Entry Level,N/A,School Certificate,"Free shuttle bus, Five-day work week, Flexible working hours"
100003010742879,Sales Administrator (6-month contract),Hutchison Telecommunications (Hong Kong) Limited,"Admin & HR, Clerical / Admin Staff, Sales, CS & Business Devpt, Others, Sales Administration","Full Time, Contract",,Entry Level,1 year,Non-Degree Tertiary,"Free shuttle bus, Five-day work week"
100003010744944,Graphic Designer,Orientop Limited,"Design, Graphics, Marketing / Public Relations, Others, Building & Construction, Others","Full Time, Permanent",,,,,"Double pay, Five-day work week"
100003010744307,社區共融幹事 (RW III) (合約)〈編號: FAMJS/114923〉,St. James' Settlement,"Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Contract",,Entry Level,,School Certificate,
100003010742847,技術員 - ELV電子系統 (合約制),ATAL Technologies Limited,"Engineering, Electrical / Electronics, Information Technology (IT), Hardware, Network & System","Full Time, Contract",,Entry Level,,,"Dental insurance, Gratuity, Medical insurance, Overtime pay"
100003010742114,設施經理 / 助理設施經理,Urban Group,"Property / Real Estate, Property Management, Others","Full Time, Permanent",,Entry Level,5 years,School Certificate,
100003010741959,Assistant Customer Relations Manager,Hang Seng Bank Ltd,"Banking / Finance, Corporate Banking, Sales, CS & Business Devpt, Customer Service - Manager, Customer Service - Supervisor / Officer","Full Time, Permanent",,Middle,2 years,Degree,
100003010738859,Team Administrative Assistant - Sizeable Law Firm - Up to HK$ 20k,Pure Search International Limited,"Admin & HR, Clerical / Admin Staff, Secretary",Full Time,,Entry Level,1 year,Matriculated,"Medical insurance, Five-day work week"
100003010738586,Sales Associate (Harbour City),Hermes Asia Pacific Limited,"Merchandising & Purchasing, Handbag, Sales, CS & Business Devpt, Retail Sales, Sales - Sales Management","Full Time, Permanent",,Entry Level,2 years,,"Dental insurance, Double pay, Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010743138,Marketing Executive,Polarline Development Ltd,"Media & Advertising, Account Servicing, Creative / Design, Strategic Planning","Full Time, Permanent",,Entry Level,1 year,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010264487,"[Kai Tak Sports Park] Senior Officer / Assistant Manager, Marketing",K11 Concepts Limited,"Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - Marketing Communication, Public Relations - Event Management","Full Time, Permanent",,Middle,3 years,Degree,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010744474,Content Creator (New Media Business),Sing Tao Management Services Limited,"Media & Advertising, Production, Editorial / Journalism, Photography / Video","Full Time, Permanent",,Entry Level,,Degree,"Dental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus"
100003010743108,Director - Hong Kong,Deloitte Innovation Investment (Hong Kong) Limited,"Information Technology (IT), Software Development, Technical / Functional Consulting",Permanent,,Senior,4 years,Degree,
100003010743824,Clerk-of-Works II (Building),The Chinese University of Hong Kong,"Building & Construction, Architectural Services",Full Time,,,,,
100003010742711,Marketing Manager (Event),iAdvantage Limited,"Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - Marketing Communication, Public Relations - Event Management","Full Time, Permanent",,Middle,6 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743622,Project Coordinator,T.O.P Contracting Limited,"Building & Construction, Building / Construction / QS, Engineering, Engineering Project Management","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Education allowance, Medical insurance, Performance bonus, Transportation allowance"
100003010742263,"Assistant Manager, Business Operation",Samsung Electronics HK Co Ltd,"Transportation & Logistics, Supply Chain","Full Time, Permanent",,,,,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010742031,Human Resources Officer,Guardforce Ltd,"Admin & HR, Compensation & Benefits, HR Supporting Staff","Full Time, Permanent",,Middle,2 years,,"Medical insurance, Performance bonus, Five-day work week"
100003010741848,(Senior) Project Executive (Ref: O-P-E),Buyandship Limited,"Information Technology (IT), IT Auditing, IT Management, Product Management / Business Analyst",Full Time,,,,,"Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010741260,分行客戶服務代表 / 主任 (每月分行津貼 + 加班津貼 + 每月獎金),"AEON CREDIT SERVICE (ASIA) CO., LTD.      AEON信貸財務(亞洲)有限公司","Banking / Finance, Loan, Retail Banking, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer",Full Time,,,N/A,,"Dental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010744599,"Head of Marketing, Shopping Mall",ConnectedGroup Limited,"Marketing / Public Relations, Management, Marketing - Marketing Communication, Public Relations - Event Management","Full Time, Permanent",,Senior,N/A,Degree,
100003010742061,"Administrative Assistant (MNC Corporate Bank, Location: Central) - Fresh grad welcome",PERSOLKELLY Hong Kong Limited,"Admin & HR, Clerical / Admin Staff, Personal / Executive Assistant, Banking / Finance, Corporate Banking","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744966,Shop Sales (Wine) Full time/Part time,Chill Wine Limited,"Sales, CS & Business Devpt, Retail Sales","Full Time, Part Time",,,,,
100003010744246,Plant Operating Engineer / Process Engineer,Ecospace Limited,"Engineering, Chemical, Manufacturing & Production, Mechanical","Full Time, Permanent",,Middle,2 years,Non-Degree Tertiary,"Double pay, Free shuttle bus, Life insurance, Medical insurance, Overtime pay"
100003010742555,Senior Human Resources Executive (Compensation & Benefit),Gleneagles Hospital Hong Kong,"Admin & HR, Others, Compensation & Benefits, HR Supporting Staff","Full Time, Permanent",,Middle,N/A,,"Dental insurance, Free shuttle bus, Medical insurance"
100003010738608,Office Assistant 辦公室助理,Haitong International Securities Group Limited,"Admin & HR, Clerical / Admin Staff, Receptionist, Others","Full Time, Permanent",,Entry Level,,Form 3,"Medical insurance, Performance bonus, Five-day work week"
100003010742237,"Officer, Business Application Support & Coordination (MNC Bank; Up to $31K per month)",RecruitFirst Limited,"Information Technology (IT), Application Specialist - Software","Full Time, Permanent",,Entry Level,2 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010741199,Senior Officer / Officer - Company Secretariat,CITIC Pacific Limited,"Professional Services, Company Secretary, Legal & Compliance","Full Time, Permanent",,Middle,4 years,Degree,"Education allowance, Free shuttle bus, Medical insurance, Performance bonus, Five-day work week"
100003010742745,Marketing Manager(HQ Ref. #P23080),Monkey Tree English Learning Center,"Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - General / Support, Public Relations - Event Management",Full Time,,Middle,2 years,Degree,"Dental insurance, Life insurance, Medical insurance, Five-day work week, Flexible working hours"
100003010741236,Airline Ground Crew 地勤服務大使,TIMWOOD ASIA LOGISTICS LIMITED,"Transportation & Logistics, Aviation Services, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Others","Full Time, Permanent",,Middle,1 year,Non-Degree Tertiary,"Free shuttle bus, Overtime pay, Transportation allowance"
100003010744132,AI Processor Architect,"Huawei Tech. Investment Co., Ltd","Engineering, Electrical / Electronics, Others",Full Time,,Top,10 years,Postgraduate,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010739389,Clinic Assistant / Health Care Assistant (TM or TST),Exact Medical Group Limited,"Medical Services, Others","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Double pay, Gratuity, Medical insurance, Overtime pay, Performance bonus"
100003010745154,Business Development Director (Insurance & MSO),Magic Compass Pty Limited,"Insurance, Insurance Agent / Broker","Full Time, Permanent",,Senior,8 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010744983,Supervisor - Company Secretarial / Corporate Services,Trident Corporate Services (Asia) Ltd,"Professional Services, Company Secretary","Full Time, Permanent",,Middle,5 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744689,Area Manager - RETAIL,JFE Consulting Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Sales - Sales Management","Full Time, Permanent",,,,,"Life insurance, Medical insurance, Overtime pay, Five-day work week"
100003010741063,Assistant Officer - Trade Testing,Construction Industry Council,"Admin & HR, Clerical / Admin Staff, Personal / Executive Assistant, Others",Full Time,,Entry Level,3 years,Non-Degree Tertiary,
