job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003010740999,"Renowned Life Insurer - Underwriting Manager (Hybrid, Up to 70K)",Cornerstone Global Partners,"Insurance, Claims Officer, Underwriter, Others","Full Time, Permanent",,,,,"Medical insurance, Five-day work week"
100003010744977,Senior Recreation Assistant (Clubhouse) - HK Island [Up to 19k],Jones Lang LaSalle Management Services Ltd,"Property / Real Estate, Property Consultancy, Property Management, Others","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Education allowance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus"
100003010743119,Technical Support / IT Desk Support (25K+) (Ref:026),Triangle Recruitment,"Information Technology (IT), Support, Security, Network & System","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Dental insurance, Double pay, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003010743223,基金销售(Fund Sales-Business Devlopment),Links International,"Banking / Finance, Financial Services, Order Processing & Operation / Settlement","Full Time, Permanent",,Senior,3 years,Degree,
100003010745092,管工 / 助理管工,Chevalier Group - Building Construction,"Building & Construction, Building / Construction / QS, Others","Full Time, Permanent",,Middle,2 years,,"Education allowance, Medical insurance, Performance bonus"
100003010738552,Administration Executive (Report Writing) (5-day Work Week),Herald Business Consulting Limited,"Admin & HR, Clerical / Admin Staff, Professional Services, Translation, Management, Management Trainee","Full Time, Permanent",,Entry Level,N/A,Degree,"Double pay, Five-day work week"
100003010743948,IT Lead - Mobile App Development,Michael Page,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","Full Time, Permanent",,Senior,N/A,Degree,
100003010740852,Credit Approver,"Taipei Fubon Commercial Bank Co., Ltd","Banking / Finance, Credit Analysis / Approval","Full Time, Permanent",,,5 years,Degree,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010739540,Park Operations and Experiences Ambassador,,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Hospitality / F & B, Hospitality / Hotel Services","Full Time, Permanent",,Entry Level,2 years,Matriculated,"Dental insurance, Double pay, Medical insurance"
100003010737959,Accounting & Administrative Officer (Part Time),Bloomy Lotus Limited,"Accounting, Accountant",Part Time,,Middle,5 years,(N/A),
100003010743756,Web Developer,Payment Asia Services Limited,"Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development","Full Time, Permanent",,,1 year,Non-Degree Tertiary,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010739982,"Part-time Counter serv Officer (6 month contract, Kowloon tang)",Manpower Services (Hong Kong) Limited,"Banking / Finance, Others",Part Time,,Entry Level,N/A,Non-Degree Tertiary,
100003010736901,荃灣短期倉務員 (時薪$60) *經驗不拘 (招聘日即場面試),"Educational Publishing House, Limited","Transportation & Logistics, Others, Inventory / Warehousing, Supply Chain","Part Time, Temporary, Contract",,Entry Level,N/A,Form 3,"Overtime pay, Five-day work week"
100003010744949,分行雜務員,CHOW TAI FOOK JEWELLERY CO LTD,"Transportation & Logistics, Others, Inventory / Warehousing, Sales, CS & Business Devpt, Sales Administration",Full Time,,Entry Level,1 year,Form 3,"Education allowance, Life insurance, Medical insurance, Performance bonus"
100003010736244,Digital Marketing Executive/ Specialist/ Officer - SEO (數字行銷專員 - SEO),Goldtian Bullion Limited,"Banking / Finance, Investment, Information Technology (IT), IT - Webmaster / SEO, Marketing / Public Relations, Digital Marketing",Full Time,,,2 years,,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010736258,Secretary,"Huawei Tech. Investment Co., Ltd","Admin & HR, Secretary",Full Time,,Entry Level,1 year,Degree,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010736978,會計文員,Hua Tai Pharmaceuticals Company Limited,"Accounting, Accountant, Accounting Clerk / Supervisor, Others",Full Time,,,,,
100003010740743,Receptionist 前台接待員 (1-year renewable contract),China Minsheng Banking Corporation Limited,"Admin & HR, Receptionist","Full Time, Contract",,Entry Level,3 years,Non-Degree Tertiary,"Dental insurance, Double pay, Medical insurance, Five-day work week"
100003010740981,Operations Analyst,Asia Airfreight Terminal Co. Ltd.,"Transportation & Logistics, Others, Professional Services, Business Analysis / Data Analysis, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Middle,3 years,Degree,"Double pay, Education allowance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Travel allowance, Five-day work week, Flexible working hours"
100003010741964,Sales Associate - 售貨員 奢侈女裝皮具品牌,Randstad Hong Kong Limited,"Sales, CS & Business Devpt, Retail Sales, Wholesale, Direct Sales","Full Time, Permanent",,Entry Level,N/A,School Certificate,
100003009390911,Teacher of Chinese (Jan - Jun 2024) - Sha Tin Junior School,The English Schools Foundation,"Education, Lecturer / Professor, Teacher, Others",Part Time,,Middle,1 year,Degree,"Dental insurance, Medical insurance, Five-day work week"
100003010736719,Finance Manager (Dorina),Hop Lun (HK) Ltd,"Accounting, Finance / Accounting Manager, Treasurer","Full Time, Permanent",,Middle,8 years,Degree,"Dental insurance, Education allowance, Medical insurance, Five-day work week, Flexible working hours"
100003010740297,"Part-time - Membership Assistant, Call Centre",The Hong Kong Jockey Club,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Hospitality / F & B, Hospitality / Hotel Services, Retail Sales","Part Time, Temporary, Freelance",,,,,
100003010714320,Client Relationship Executive 客戶關係專員,Creative Consulting Group Inc. Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Account Servicing, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003010738839,Senior Officer (Programmes and Courses),Hong Kong Arts Centre,"Admin & HR, Administration / Operation Manager, Education, Others",Full Time,,,,,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
100003010737417,Administration Assistant (6-month contract),DHL EXPRESS (HONG KONG) LIMITED,"Admin & HR, Clerical / Admin Staff, Receptionist, Others",Contract,,Entry Level,2 years,Degree,
100003010740090,Account Clerk,D K Mak & Co,"Accounting, Accounting Clerk / Supervisor",Full Time,,,,,"Overtime pay, Performance bonus, Five-day work week"
100003010741671,Computer Operator (Data Centre Operations),Conners Consulting Limited,"Banking / Finance, Others, Information Technology (IT), Hardware, Support","Full Time, Contract",,Entry Level,2 years,School Certificate,
100003010738938,RO,Integrity Construction & Development Securities Group Limited,"Banking / Finance, Corporate Finance, Financial Services, Others",Full Time,,Senior,5 years,Degree,
100003010740045,Business Analyst,China Mobile Hong Kong 中國移動香港,"Information Technology (IT), Product Management / Business Analyst, Network & System","Full Time, Permanent",,Senior,4 years,Degree,"Dental insurance, Life insurance, Medical insurance, Work from home, Five-day work week, Flexible working hours"
100003010745285,Project Co-ordinator / Assistant Project Co-ordinator - Building,Chun Wo Construction Holdings Company Limited,"Building & Construction, Building / Construction / QS, Civil / Structural","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Education allowance, Life insurance, Medical insurance, Performance bonus"
100003010738367,Assistant Manager (Media Relations) (at the rank of Executive Officer) (two posts),The University of Hong Kong,"Media & Advertising, Editorial / Journalism",Full Time,,Middle,4 years,Degree,
100003010740467,"Marketing Executive (Copywriting, Event Marketing) (1-year contract/ freelancer)",,"Marketing / Public Relations, Public Relations - Copy-writing, Public Relations - Event Management, Public Relations - General / Support","Temporary, Contract, Freelance",,,,,"Medical insurance, Work from home, Five-day work week"
100003010742046,Transaction Monitoring Officer (6 months contract),Fusion Bank Limited,"Professional Services, Legal & Compliance, Banking / Finance, Risk Management","Full Time, Temporary, Contract",,Entry Level,1 year,Non-Degree Tertiary,Five-day work week
100003010738530,Testing & Commissioning Assistant Engineer/ Engineer  QA Department (Lift & Escalator ),Hitachi Elevator Engineering Company (Hong Kong) Limited,"Building & Construction, Building / Construction / QS, Engineering, Electrical / Electronics, Mechanical","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010742734,Store Trainee Manager 店舖見習經理,PARKnSHOP (HK) Limited,"Sales, CS & Business Devpt, Retail Sales",Full Time,,Entry Level,2 years,School Certificate,
100003010744585,Head of Property Management/ Facilities Management,Aurex Group Limited,"Property / Real Estate, Property Management",Full Time,,Senior,N/A,Degree,
100003010739323,Marketing Executive / Marketing Assistant,Moon Grass Design Workshop Limited,"Design, Interior",Full Time,,Middle,N/A,Degree,"Performance bonus, Five-day work week"
100003010743621,System Analyst (Golang & .NET) (Inhouse MNC),PeopleLink Services Limited,"Information Technology (IT), Application Specialist - Software, IT Management, Software Development","Full Time, Permanent",,Middle,5 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010741811,Assistant / Catering Sales Manager,The Mira Hong Kong,"Hospitality / F & B, Hospitality / Hotel Services, Sales, CS & Business Devpt, Account Servicing, Sales - Sales Management","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743033,Engineer II (Network) (Ref: TND-TS-EII-C-JD),"The Hongkong Electric Co., Ltd","Engineering, Electrical / Electronics, Others","Full Time, Permanent",,Entry Level,3 years,Degree,"Double pay, Free shuttle bus, Life insurance, Medical insurance, Five-day work week"
100003010742479,Sales Executive,Synergy Technologies (Asia) Limited,"Sales, CS & Business Devpt, Account Servicing, Direct Sales","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,"Education allowance, Medical insurance, Performance bonus"
100003010742009,Engineering Manager / Assistant Engineering Manager,Hong Kong Regen Medtech Limited,"Engineering, Chemical, Engineering Project Management, Manufacturing & Production",Full Time,,Middle,3 years,Degree,"Medical insurance, Performance bonus"
100003010736833,Communications Coordinator (Temporary to Permanent),Graff Diamonds (Hong Kong) Limited,"Admin & HR, Clerical / Admin Staff, Marketing / Public Relations, Others","Part Time, Temporary, Contract, Internship",,Entry Level,1 year,School Certificate,
100003010742065,"Assistant Relationship Manager, Private Banking",DBS Bank Ltd,"Banking / Finance, Private Banking, Wealth Management",Full Time,,Middle,3 years,Degree,
100003010738873,AFM,Ambition,"Accounting, Accountant, Finance / Accounting Manager","Full Time, Permanent",,Senior,N/A,Degree,
100003010739860,Manager / Assistant Marketing Manager,Determinant (Hong Kong) Limited,"Media & Advertising, Strategic Planning, Marketing / Public Relations, Marketing - Market Research, Marketing - Marketing Communication","Full Time, Permanent",,,,,"Medical insurance, Five-day work week"
100003010739425,實驗室技術員,Hohenstein Laboratories (HK) Limited,"Sciences, Lab, R&D, Chemical, Laboratory, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Entry Level,N/A,School Certificate,"Dental insurance, Double pay, Free shuttle bus, Medical insurance, Five-day work week, Flexible working hours"
100003010743637,Senior Internal Auditor,Lenovo Group Limited,"Accounting, Audit, Banking / Finance, Risk Management","Full Time, Permanent",,,,,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
